payment_id,application_id,payment_number,due_date,payment_date,amount_due,amount_paid,payment_status,payment_completeness
PAY010084,CUST00485,52,2028-02-12,2028-02-13,869.51,832.13,Late,Partial
PAY010085,CUST00485,53,2028-03-12,2028-03-11,869.51,854.44,On Time,Partial
PAY010086,CUST00485,54,2028-04-12,2028-04-16,869.51,868.44,Late,Partial
PAY010087,CUST00485,55,2028-05-12,2028-05-16,869.51,852.81,Late,Partial
PAY010088,CUST00485,56,2028-06-12,2028-06-11,869.51,876.35,On Time,Complete
PAY010089,CUST00485,57,2028-07-12,2028-07-10,869.51,889.75,On Time,Complete
PAY010090,CUST00485,58,2028-08-12,2028-08-12,869.51,854.65,On Time,Partial
PAY010091,CUST00485,59,2028-09-12,2028-09-10,869.51,882.97,On Time,Complete
PAY010092,CUST00485,60,2028-10-12,2028-10-10,869.51,885.4,On Time,Complete
PAY010093,CUST00487,1,2025-02-18,2025-02-21,4484.59,4405.03,Late,Partial
PAY010094,CUST00487,2,2025-03-18,2025-03-18,4484.59,4352.53,On Time,Partial
PAY010095,CUST00487,3,2025-04-18,2025-04-20,4484.59,4404.73,Late,Partial
PAY010096,CUST00487,4,2025-05-18,2025-05-19,4484.59,4291.86,Late,Partial
PAY010097,CUST00487,5,2025-06-18,2025-06-21,4484.59,4567.47,Late,Complete
PAY010098,CUST00487,6,2025-07-18,2025-07-22,4484.59,4288.86,Late,Partial
PAY010099,CUST00487,7,2025-08-18,2025-08-16,4484.59,4354.74,On Time,Partial
PAY010100,CUST00487,8,2025-09-18,2025-09-19,4484.59,4265.95,Late,Partial
PAY010101,CUST00487,9,2025-10-18,2025-10-21,4484.59,4650.57,Late,Complete
PAY010102,CUST00487,10,2025-11-18,2025-11-20,4484.59,4509.46,Late,Complete
PAY010103,CUST00487,11,2025-12-18,2025-12-19,4484.59,4667.0,Late,Complete
PAY010104,CUST00487,12,2026-01-18,2026-01-18,4484.59,4273.09,On Time,Partial
PAY010105,CUST00488,1,2025-01-19,2025-01-18,407.99,417.05,On Time,Complete
PAY010106,CUST00488,2,2025-02-19,2025-02-17,407.99,422.08,On Time,Complete
PAY010107,CUST00488,3,2025-03-19,2025-03-21,407.99,412.64,Late,Complete
PAY010108,CUST00488,4,2025-04-19,2025-04-23,407.99,410.54,Late,Complete
PAY010109,CUST00488,5,2025-05-19,2025-05-21,407.99,397.63,Late,Partial
PAY010110,CUST00488,6,2025-06-19,2025-06-19,407.99,420.46,On Time,Complete
PAY010111,CUST00488,7,2025-07-19,2025-07-18,407.99,423.8,On Time,Complete
PAY010112,CUST00488,8,2025-08-19,2025-08-23,407.99,390.88,Late,Partial
PAY010113,CUST00488,9,2025-09-19,2025-09-18,407.99,394.19,On Time,Partial
PAY010114,CUST00488,10,2025-10-19,2025-10-19,407.99,403.79,On Time,Partial
PAY010115,CUST00488,11,2025-11-19,2025-11-22,407.99,392.52,Late,Partial
PAY010116,CUST00488,12,2025-12-19,2025-12-18,407.99,411.21,On Time,Complete
PAY010117,CUST00488,13,2026-01-19,2026-01-23,407.99,403.35,Late,Partial
PAY010118,CUST00488,14,2026-02-19,2026-02-23,407.99,420.34,Late,Complete
PAY010119,CUST00488,15,2026-03-19,2026-03-22,407.99,403.96,Late,Partial
PAY010120,CUST00488,16,2026-04-19,2026-04-22,407.99,428.02,Late,Complete
PAY010121,CUST00488,17,2026-05-19,2026-05-18,407.99,417.09,On Time,Complete
PAY010122,CUST00488,18,2026-06-19,2026-06-23,407.99,427.64,Late,Complete
PAY010123,CUST00488,19,2026-07-19,2026-07-23,407.99,405.46,Late,Partial
PAY010124,CUST00488,20,2026-08-19,2026-08-19,407.99,388.53,On Time,Partial
PAY010125,CUST00488,21,2026-09-19,2026-09-22,407.99,398.12,Late,Partial
PAY010126,CUST00488,22,2026-10-19,2026-10-23,407.99,401.03,Late,Partial
PAY010127,CUST00488,23,2026-11-19,2026-11-17,407.99,413.07,On Time,Complete
PAY010128,CUST00488,24,2026-12-19,2026-12-22,407.99,410.7,Late,Complete
PAY010129,CUST00490,1,2025-06-30,2025-07-03,600.82,620.51,Late,Complete
PAY010130,CUST00490,2,2025-07-31,2025-07-30,600.82,627.04,On Time,Complete
PAY010131,CUST00490,3,2025-08-31,2025-09-01,600.82,623.61,Late,Complete
PAY010132,CUST00490,4,2025-09-30,2025-10-02,600.82,571.83,Late,Partial
PAY010133,CUST00490,5,2025-10-31,2025-10-31,600.82,573.75,On Time,Partial
PAY010134,CUST00490,6,2025-11-30,2025-12-03,600.82,610.29,Late,Complete
PAY010135,CUST00490,7,2025-12-31,2025-12-31,600.82,601.05,On Time,Complete
PAY010136,CUST00490,8,2026-01-31,2026-01-31,600.82,603.43,On Time,Complete
PAY010137,CUST00490,9,2026-02-28,2026-02-28,600.82,602.3,On Time,Complete
PAY010138,CUST00490,10,2026-03-31,2026-03-29,600.82,590.02,On Time,Partial
PAY010139,CUST00490,11,2026-04-30,2026-05-02,600.82,616.85,Late,Complete
PAY010140,CUST00490,12,2026-05-31,2026-05-31,600.82,587.38,On Time,Partial
PAY010141,CUST00490,13,2026-06-30,2026-06-29,600.82,605.55,On Time,Complete
PAY010142,CUST00490,14,2026-07-31,2026-08-02,600.82,599.84,Late,Partial
PAY010143,CUST00490,15,2026-08-31,2026-09-01,600.82,578.03,Late,Partial
PAY010144,CUST00490,16,2026-09-30,2026-10-04,600.82,615.56,Late,Complete
PAY010145,CUST00490,17,2026-10-31,2026-10-29,600.82,628.43,On Time,Complete
PAY010146,CUST00490,18,2026-11-30,2026-12-01,600.82,611.77,Late,Complete
PAY010147,CUST00490,19,2026-12-31,2027-01-03,600.82,586.25,Late,Partial
PAY010148,CUST00490,20,2027-01-31,2027-02-02,600.82,630.43,Late,Complete
PAY010149,CUST00490,21,2027-02-28,2027-02-27,600.82,612.19,On Time,Complete
PAY010150,CUST00490,22,2027-03-31,2027-03-31,600.82,611.47,On Time,Complete
PAY010151,CUST00490,23,2027-04-30,2027-04-29,600.82,613.25,On Time,Complete
PAY010152,CUST00490,24,2027-05-31,2027-06-01,600.82,618.6,Late,Complete
PAY010153,CUST00490,25,2027-06-30,2027-07-02,600.82,578.0,Late,Partial
PAY010154,CUST00490,26,2027-07-31,2027-07-31,600.82,611.41,On Time,Complete
PAY010155,CUST00490,27,2027-08-31,2027-09-03,600.82,616.84,Late,Complete
PAY010156,CUST00490,28,2027-09-30,2027-09-29,600.82,623.92,On Time,Complete
PAY010157,CUST00490,29,2027-10-31,2027-10-29,600.82,579.29,On Time,Partial
PAY010158,CUST00490,30,2027-11-30,2027-11-30,600.82,621.13,On Time,Complete
PAY010159,CUST00490,31,2027-12-31,2028-01-03,600.82,598.7,Late,Partial
PAY010160,CUST00490,32,2028-01-31,2028-01-30,600.82,577.4,On Time,Partial
PAY010161,CUST00490,33,2028-02-29,2028-02-27,600.82,624.44,On Time,Complete
PAY010162,CUST00490,34,2028-03-31,2028-04-01,600.82,579.08,Late,Partial
PAY010163,CUST00490,35,2028-04-30,2028-05-04,600.82,608.54,Late,Complete
PAY010164,CUST00490,36,2028-05-31,2028-05-30,600.82,623.66,On Time,Complete
PAY010165,CUST00491,1,2023-10-07,2023-10-11,1242.24,1247.99,Late,Complete
PAY010166,CUST00491,2,2023-11-07,2023-11-08,1242.24,1304.15,Late,Complete
PAY010167,CUST00491,3,2023-12-07,2023-12-05,1242.24,1196.76,On Time,Partial
PAY010168,CUST00491,4,2024-01-07,2024-01-05,1242.24,1182.92,On Time,Partial
PAY010169,CUST00491,5,2024-02-07,2024-02-05,1242.24,1215.41,On Time,Partial
PAY010170,CUST00491,6,2024-03-07,2024-03-06,1242.24,1302.02,On Time,Complete
PAY010171,CUST00491,7,2024-04-07,2024-04-09,1242.24,1215.64,Late,Partial
PAY010172,CUST00491,8,2024-05-07,2024-05-11,1242.24,1203.81,Late,Partial
PAY010173,CUST00491,9,2024-06-07,2024-06-08,1242.24,1219.62,Late,Partial
PAY010174,CUST00491,10,2024-07-07,2024-07-06,1242.24,1293.99,On Time,Complete
PAY010175,CUST00491,11,2024-08-07,2024-08-06,1242.24,1234.75,On Time,Partial
PAY010176,CUST00491,12,2024-09-07,2024-09-06,1242.24,1181.97,On Time,Partial
PAY010177,CUST00491,13,2024-10-07,2024-10-07,1242.24,1258.61,On Time,Complete
PAY010178,CUST00491,14,2024-11-07,2024-11-10,1242.24,1240.32,Late,Partial
PAY010179,CUST00491,15,2024-12-07,2024-12-05,1242.24,1223.48,On Time,Partial
PAY010180,CUST00491,16,2025-01-07,2025-01-06,1242.24,1226.9,On Time,Partial
PAY010181,CUST00491,17,2025-02-07,2025-02-11,1242.24,1268.34,Late,Complete
PAY010182,CUST00491,18,2025-03-07,2025-03-06,1242.24,1298.79,On Time,Complete
PAY010183,CUST00491,19,2025-04-07,2025-04-05,1242.24,1275.8,On Time,Complete
PAY010184,CUST00491,20,2025-05-07,2025-05-08,1242.24,1196.19,Late,Partial
PAY010185,CUST00491,21,2025-06-07,2025-06-07,1242.24,1292.59,On Time,Complete
PAY010186,CUST00491,22,2025-07-07,2025-07-05,1242.24,1192.64,On Time,Partial
PAY010187,CUST00491,23,2025-08-07,2025-08-09,1242.24,1225.62,Late,Partial
PAY010188,CUST00491,24,2025-09-07,2025-09-09,1242.24,1275.89,Late,Complete
PAY010189,CUST00491,25,2025-10-07,2025-10-10,1242.24,1195.29,Late,Partial
PAY010190,CUST00491,26,2025-11-07,2025-11-09,1242.24,1238.8,Late,Partial
PAY010191,CUST00491,27,2025-12-07,2025-12-07,1242.24,1190.66,On Time,Partial
PAY010192,CUST00491,28,2026-01-07,2026-01-11,1242.24,1271.64,Late,Complete
PAY010193,CUST00491,29,2026-02-07,2026-02-11,1242.24,1244.79,Late,Complete
PAY010194,CUST00491,30,2026-03-07,2026-03-11,1242.24,1241.34,Late,Partial
PAY010195,CUST00491,31,2026-04-07,2026-04-08,1242.24,1191.59,Late,Partial
PAY010196,CUST00491,32,2026-05-07,2026-05-08,1242.24,1255.83,Late,Complete
PAY010197,CUST00491,33,2026-06-07,2026-06-10,1242.24,1281.96,Late,Complete
PAY010198,CUST00491,34,2026-07-07,2026-07-09,1242.24,1291.04,Late,Complete
PAY010199,CUST00491,35,2026-08-07,2026-08-05,1242.24,1196.65,On Time,Partial
PAY010200,CUST00491,36,2026-09-07,2026-09-09,1242.24,1291.06,Late,Complete
PAY010201,CUST00492,1,2024-07-02,2024-06-30,1310.8,1305.9,On Time,Partial
PAY010202,CUST00492,2,2024-08-02,2024-08-01,1310.8,1298.76,On Time,Partial
PAY010203,CUST00492,3,2024-09-02,2024-09-04,1310.8,1320.55,Late,Complete
PAY010204,CUST00492,4,2024-10-02,2024-10-01,1310.8,1247.89,On Time,Partial
PAY010205,CUST00492,5,2024-11-02,2024-11-02,1310.8,1349.87,On Time,Complete
PAY010206,CUST00492,6,2024-12-02,2024-12-04,1310.8,1338.13,Late,Complete
PAY010207,CUST00492,7,2025-01-02,2025-01-05,1310.8,1250.38,Late,Partial
PAY010208,CUST00492,8,2025-02-02,2025-02-02,1310.8,1348.95,On Time,Complete
PAY010209,CUST00492,9,2025-03-02,2025-03-01,1310.8,1330.23,On Time,Complete
PAY010210,CUST00492,10,2025-04-02,2025-04-02,1310.8,1367.8,On Time,Complete
PAY010211,CUST00492,11,2025-05-02,2025-05-02,1310.8,1277.21,On Time,Partial
PAY010212,CUST00492,12,2025-06-02,2025-06-04,1310.8,1308.56,Late,Partial
PAY010213,CUST00492,13,2025-07-02,2025-07-06,1310.8,1348.46,Late,Complete
PAY010214,CUST00492,14,2025-08-02,2025-08-04,1310.8,1270.52,Late,Partial
PAY010215,CUST00492,15,2025-09-02,2025-09-01,1310.8,1329.62,On Time,Complete
PAY010216,CUST00492,16,2025-10-02,2025-09-30,1310.8,1313.99,On Time,Complete
PAY010217,CUST00492,17,2025-11-02,2025-10-31,1310.8,1337.72,On Time,Complete
PAY010218,CUST00492,18,2025-12-02,2025-12-01,1310.8,1317.18,On Time,Complete
PAY010219,CUST00492,19,2026-01-02,2025-12-31,1310.8,1270.86,On Time,Partial
PAY010220,CUST00492,20,2026-02-02,2026-02-03,1310.8,1256.77,Late,Partial
PAY010221,CUST00492,21,2026-03-02,2026-02-28,1310.8,1342.18,On Time,Complete
PAY010222,CUST00492,22,2026-04-02,2026-04-06,1310.8,1269.09,Late,Partial
PAY010223,CUST00492,23,2026-05-02,2026-05-06,1310.8,1295.64,Late,Partial
PAY010224,CUST00492,24,2026-06-02,2026-06-03,1310.8,1290.7,Late,Partial
PAY010225,CUST00496,1,2023-11-28,2023-11-27,1674.83,1685.66,On Time,Complete
PAY010226,CUST00496,2,2023-12-28,2023-12-27,1674.83,1696.11,On Time,Complete
PAY010227,CUST00496,3,2024-01-28,2024-01-26,1674.83,1650.93,On Time,Partial
PAY010228,CUST00496,4,2024-02-28,2024-02-27,1674.83,1685.86,On Time,Complete
PAY010229,CUST00496,5,2024-03-28,2024-03-30,1674.83,1612.54,Late,Partial
PAY010230,CUST00496,6,2024-04-28,2024-04-27,1674.83,1726.34,On Time,Complete
PAY010231,CUST00496,7,2024-05-28,2024-05-26,1674.83,1630.31,On Time,Partial
PAY010232,CUST00496,8,2024-06-28,2024-06-26,1674.83,1689.28,On Time,Complete
PAY010233,CUST00496,9,2024-07-28,2024-07-28,1674.83,1610.68,On Time,Partial
PAY010234,CUST00496,10,2024-08-28,2024-08-29,1674.83,1736.68,Late,Complete
PAY010235,CUST00496,11,2024-09-28,2024-09-26,1674.83,1736.96,On Time,Complete
PAY010236,CUST00496,12,2024-10-28,2024-10-26,1674.83,1660.85,On Time,Partial
PAY010237,CUST00496,13,2024-11-28,2024-11-28,1674.83,1747.97,On Time,Complete
PAY010238,CUST00496,14,2024-12-28,2024-12-29,1674.83,1618.45,Late,Partial
PAY010239,CUST00496,15,2025-01-28,2025-01-28,1674.83,1634.92,On Time,Partial
PAY010240,CUST00496,16,2025-02-28,2025-02-27,1674.83,1684.95,On Time,Complete
PAY010241,CUST00496,17,2025-03-28,2025-04-01,1674.83,1604.7,Late,Partial
PAY010242,CUST00496,18,2025-04-28,2025-04-29,1674.83,1703.99,Late,Complete
PAY010243,CUST00496,19,2025-05-28,2025-06-01,1674.83,1640.56,Late,Partial
PAY010244,CUST00496,20,2025-06-28,2025-06-30,1674.83,1630.78,Late,Partial
PAY010245,CUST00496,21,2025-07-28,2025-07-27,1674.83,1621.66,On Time,Partial
PAY010246,CUST00496,22,2025-08-28,2025-08-30,1674.83,1681.81,Late,Complete
PAY010247,CUST00496,23,2025-09-28,2025-10-02,1674.83,1623.34,Late,Partial
PAY010248,CUST00496,24,2025-10-28,2025-10-29,1674.83,1616.11,Late,Partial
PAY010249,CUST00496,25,2025-11-28,2025-11-26,1674.83,1691.34,On Time,Complete
PAY010250,CUST00496,26,2025-12-28,2025-12-29,1674.83,1751.05,Late,Complete
PAY010251,CUST00496,27,2026-01-28,2026-01-30,1674.83,1750.53,Late,Complete
PAY010252,CUST00496,28,2026-02-28,2026-03-02,1674.83,1605.36,Late,Partial
PAY010253,CUST00496,29,2026-03-28,2026-03-26,1674.83,1726.26,On Time,Complete
PAY010254,CUST00496,30,2026-04-28,2026-04-28,1674.83,1651.37,On Time,Partial
PAY010255,CUST00496,31,2026-05-28,2026-06-01,1674.83,1665.61,Late,Partial
PAY010256,CUST00496,32,2026-06-28,2026-06-27,1674.83,1734.9,On Time,Complete
PAY010257,CUST00496,33,2026-07-28,2026-07-26,1674.83,1629.94,On Time,Partial
PAY010258,CUST00496,34,2026-08-28,2026-08-31,1674.83,1666.09,Late,Partial
PAY010259,CUST00496,35,2026-09-28,2026-10-02,1674.83,1665.72,Late,Partial
PAY010260,CUST00496,36,2026-10-28,2026-10-28,1674.83,1659.68,On Time,Partial
PAY010261,CUST00497,1,2024-01-06,2024-01-10,733.83,769.54,Late,Complete
PAY010262,CUST00497,2,2024-02-06,2024-02-08,733.83,760.23,Late,Complete
PAY010263,CUST00497,3,2024-03-06,2024-03-06,733.83,713.18,On Time,Partial
PAY010264,CUST00497,4,2024-04-06,2024-04-09,733.83,712.98,Late,Partial
PAY010265,CUST00497,5,2024-05-06,2024-05-06,733.83,711.99,On Time,Partial
PAY010266,CUST00497,6,2024-06-06,2024-06-09,733.83,703.05,Late,Partial
PAY010267,CUST00497,7,2024-07-06,2024-07-08,733.83,738.98,Late,Complete
PAY010268,CUST00497,8,2024-08-06,2024-08-04,733.83,769.55,On Time,Complete
PAY010269,CUST00497,9,2024-09-06,2024-09-09,733.83,700.13,Late,Partial
PAY010270,CUST00497,10,2024-10-06,2024-10-07,733.83,714.0,Late,Partial
PAY010271,CUST00497,11,2024-11-06,2024-11-08,733.83,706.43,Late,Partial
PAY010272,CUST00497,12,2024-12-06,2024-12-07,733.83,716.79,Late,Partial
PAY010273,CUST00497,13,2025-01-06,2025-01-05,733.83,757.6,On Time,Complete
PAY010274,CUST00497,14,2025-02-06,2025-02-07,733.83,728.08,Late,Partial
PAY010275,CUST00497,15,2025-03-06,2025-03-05,733.83,746.16,On Time,Complete
PAY010276,CUST00497,16,2025-04-06,2025-04-06,733.83,763.53,On Time,Complete
PAY010277,CUST00497,17,2025-05-06,2025-05-05,733.83,756.81,On Time,Complete
PAY010278,CUST00497,18,2025-06-06,2025-06-10,733.83,756.61,Late,Complete
PAY010279,CUST00497,19,2025-07-06,2025-07-06,733.83,711.22,On Time,Partial
PAY010280,CUST00497,20,2025-08-06,2025-08-09,733.83,746.92,Late,Complete
PAY010281,CUST00497,21,2025-09-06,2025-09-09,733.83,717.44,Late,Partial
PAY010282,CUST00497,22,2025-10-06,2025-10-04,733.83,744.07,On Time,Complete
PAY010283,CUST00497,23,2025-11-06,2025-11-07,733.83,743.93,Late,Complete
PAY010284,CUST00497,24,2025-12-06,2025-12-04,733.83,728.61,On Time,Partial
PAY010285,CUST00497,25,2026-01-06,2026-01-09,733.83,717.28,Late,Partial
PAY010286,CUST00497,26,2026-02-06,2026-02-04,733.83,743.52,On Time,Complete
PAY010287,CUST00497,27,2026-03-06,2026-03-07,733.83,749.2,Late,Complete
PAY010288,CUST00497,28,2026-04-06,2026-04-05,733.83,709.97,On Time,Partial
PAY010289,CUST00497,29,2026-05-06,2026-05-07,733.83,724.1,Late,Partial
PAY010290,CUST00497,30,2026-06-06,2026-06-09,733.83,736.93,Late,Complete
PAY010291,CUST00497,31,2026-07-06,2026-07-07,733.83,741.39,Late,Complete
PAY010292,CUST00497,32,2026-08-06,2026-08-10,733.83,728.53,Late,Partial
PAY010293,CUST00497,33,2026-09-06,2026-09-05,733.83,729.28,On Time,Partial
PAY010294,CUST00497,34,2026-10-06,2026-10-08,733.83,711.93,Late,Partial
PAY010295,CUST00497,35,2026-11-06,2026-11-05,733.83,720.89,On Time,Partial
PAY010296,CUST00497,36,2026-12-06,2026-12-09,733.83,722.12,Late,Partial
PAY010297,CUST00497,37,2027-01-06,2027-01-09,733.83,706.39,Late,Partial
PAY010298,CUST00497,38,2027-02-06,2027-02-06,733.83,730.89,On Time,Partial
PAY010299,CUST00497,39,2027-03-06,2027-03-10,733.83,733.38,Late,Partial
PAY010300,CUST00497,40,2027-04-06,2027-04-07,733.83,737.85,Late,Complete
PAY010301,CUST00497,41,2027-05-06,2027-05-06,733.83,734.88,On Time,Complete
PAY010302,CUST00497,42,2027-06-06,2027-06-05,733.83,714.94,On Time,Partial
PAY010303,CUST00497,43,2027-07-06,2027-07-05,733.83,740.19,On Time,Complete
PAY010304,CUST00497,44,2027-08-06,2027-08-07,733.83,752.41,Late,Complete
PAY010305,CUST00497,45,2027-09-06,2027-09-08,733.83,753.8,Late,Complete
PAY010306,CUST00497,46,2027-10-06,2027-10-04,733.83,736.01,On Time,Complete
PAY010307,CUST00497,47,2027-11-06,2027-11-10,733.83,704.9,Late,Partial
PAY010308,CUST00497,48,2027-12-06,2027-12-10,733.83,752.59,Late,Complete
PAY010309,CUST00499,1,2025-01-03,2025-01-03,678.77,693.78,On Time,Complete
PAY010310,CUST00499,2,2025-02-03,2025-02-05,678.77,668.23,Late,Partial
PAY010311,CUST00499,3,2025-03-03,2025-03-02,678.77,703.51,On Time,Complete
PAY010312,CUST00499,4,2025-04-03,2025-04-01,678.77,647.31,On Time,Partial
PAY010313,CUST00499,5,2025-05-03,2025-05-07,678.77,683.5,Late,Complete
PAY010314,CUST00499,6,2025-06-03,2025-06-04,678.77,706.18,Late,Complete
PAY010315,CUST00499,7,2025-07-03,2025-07-06,678.77,697.16,Late,Complete
PAY010316,CUST00499,8,2025-08-03,2025-08-07,678.77,666.14,Late,Partial
PAY010317,CUST00499,9,2025-09-03,2025-09-06,678.77,647.0,Late,Partial
PAY010318,CUST00499,10,2025-10-03,2025-10-04,678.77,664.59,Late,Partial
PAY010319,CUST00499,11,2025-11-03,2025-11-07,678.77,650.7,Late,Partial
PAY010320,CUST00499,12,2025-12-03,2025-12-01,678.77,655.65,On Time,Partial
PAY010321,CUST00499,13,2026-01-03,2026-01-07,678.77,709.44,Late,Complete
PAY010322,CUST00499,14,2026-02-03,2026-02-07,678.77,708.22,Late,Complete
PAY010323,CUST00499,15,2026-03-03,2026-03-07,678.77,694.83,Late,Complete
PAY010324,CUST00499,16,2026-04-03,2026-04-06,678.77,696.66,Late,Complete
PAY010325,CUST00499,17,2026-05-03,2026-05-04,678.77,678.56,Late,Partial
PAY010326,CUST00499,18,2026-06-03,2026-06-06,678.77,647.64,Late,Partial
PAY010327,CUST00499,19,2026-07-03,2026-07-07,678.77,660.24,Late,Partial
PAY010328,CUST00499,20,2026-08-03,2026-08-05,678.77,671.72,Late,Partial
PAY010329,CUST00499,21,2026-09-03,2026-09-04,678.77,655.55,Late,Partial
PAY010330,CUST00499,22,2026-10-03,2026-10-01,678.77,683.9,On Time,Complete
PAY010331,CUST00499,23,2026-11-03,2026-11-06,678.77,693.63,Late,Complete
PAY010332,CUST00499,24,2026-12-03,2026-12-05,678.77,710.31,Late,Complete
PAY010333,CUST00499,25,2027-01-03,2027-01-03,678.77,652.98,On Time,Partial
PAY010334,CUST00499,26,2027-02-03,2027-02-04,678.77,690.96,Late,Complete
PAY010335,CUST00499,27,2027-03-03,2027-03-01,678.77,684.95,On Time,Complete
PAY010336,CUST00499,28,2027-04-03,2027-04-03,678.77,650.04,On Time,Partial
PAY010337,CUST00499,29,2027-05-03,2027-05-07,678.77,667.26,Late,Partial
PAY010338,CUST00499,30,2027-06-03,2027-06-05,678.77,682.53,Late,Complete
PAY010339,CUST00499,31,2027-07-03,2027-07-04,678.77,668.32,Late,Partial
PAY010340,CUST00499,32,2027-08-03,2027-08-07,678.77,694.71,Late,Complete
PAY010341,CUST00499,33,2027-09-03,2027-09-04,678.77,676.11,Late,Partial
PAY010342,CUST00499,34,2027-10-03,2027-10-04,678.77,712.69,Late,Complete
PAY010343,CUST00499,35,2027-11-03,2027-11-03,678.77,668.51,On Time,Partial
PAY010344,CUST00499,36,2027-12-03,2027-12-05,678.77,709.24,Late,Complete
PAY010345,CUST00499,37,2028-01-03,2028-01-07,678.77,693.97,Late,Complete
PAY010346,CUST00499,38,2028-02-03,2028-02-03,678.77,668.65,On Time,Partial
PAY010347,CUST00499,39,2028-03-03,2028-03-02,678.77,699.98,On Time,Complete
PAY010348,CUST00499,40,2028-04-03,2028-04-04,678.77,700.55,Late,Complete
PAY010349,CUST00499,41,2028-05-03,2028-05-05,678.77,705.53,Late,Complete
PAY010350,CUST00499,42,2028-06-03,2028-06-07,678.77,712.64,Late,Complete
PAY010351,CUST00499,43,2028-07-03,2028-07-01,678.77,712.45,On Time,Complete
PAY010352,CUST00499,44,2028-08-03,2028-08-02,678.77,712.03,On Time,Complete
PAY010353,CUST00499,45,2028-09-03,2028-09-04,678.77,665.98,Late,Partial
PAY010354,CUST00499,46,2028-10-03,2028-10-02,678.77,701.01,On Time,Complete
PAY010355,CUST00499,47,2028-11-03,2028-11-04,678.77,668.77,Late,Partial
PAY010356,CUST00499,48,2028-12-03,2028-12-04,678.77,673.56,Late,Partial
PAY010357,CUST00499,49,2029-01-03,2029-01-06,678.77,647.77,Late,Partial
PAY010358,CUST00499,50,2029-02-03,2029-02-01,678.77,688.01,On Time,Complete
PAY010359,CUST00499,51,2029-03-03,2029-03-01,678.77,661.45,On Time,Partial
PAY010360,CUST00499,52,2029-04-03,2029-04-04,678.77,691.28,Late,Complete
PAY010361,CUST00499,53,2029-05-03,2029-05-03,678.77,686.01,On Time,Complete
PAY010362,CUST00499,54,2029-06-03,2029-06-07,678.77,645.29,Late,Partial
PAY010363,CUST00499,55,2029-07-03,2029-07-02,678.77,662.93,On Time,Partial
PAY010364,CUST00499,56,2029-08-03,2029-08-06,678.77,682.26,Late,Complete
PAY010365,CUST00499,57,2029-09-03,2029-09-04,678.77,686.86,Late,Complete
PAY010366,CUST00499,58,2029-10-03,2029-10-05,678.77,707.36,Late,Complete
PAY010367,CUST00499,59,2029-11-03,2029-11-07,678.77,686.6,Late,Complete
PAY010368,CUST00499,60,2029-12-03,2029-12-02,678.77,679.72,On Time,Complete
PAY010369,CUST00501,1,2023-07-27,2023-07-25,1383.03,1381.7,On Time,Partial
PAY010370,CUST00501,2,2023-08-27,2023-08-28,1383.03,1393.05,Late,Complete
PAY010371,CUST00501,3,2023-09-27,2023-09-27,1383.03,1421.52,On Time,Complete
PAY010372,CUST00501,4,2023-10-27,2023-10-31,1383.03,1423.56,Late,Complete
PAY010373,CUST00501,5,2023-11-27,2023-11-28,1383.03,1427.6,Late,Complete
PAY010374,CUST00501,6,2023-12-27,2023-12-30,1383.03,1419.98,Late,Complete
PAY010375,CUST00501,7,2024-01-27,2024-01-25,1383.03,1382.09,On Time,Partial
PAY010376,CUST00501,8,2024-02-27,2024-02-25,1383.03,1345.13,On Time,Partial
PAY010377,CUST00501,9,2024-03-27,2024-03-28,1383.03,1328.72,Late,Partial
PAY010378,CUST00501,10,2024-04-27,2024-04-25,1383.03,1381.37,On Time,Partial
PAY010379,CUST00501,11,2024-05-27,2024-05-28,1383.03,1394.07,Late,Complete
PAY010380,CUST00501,12,2024-06-27,2024-06-26,1383.03,1449.54,On Time,Complete
PAY010381,CUST00502,1,2023-07-21,2023-07-21,452.39,451.83,On Time,Partial
PAY010382,CUST00502,2,2023-08-21,2023-08-20,452.39,457.67,On Time,Complete
PAY010383,CUST00502,3,2023-09-21,2023-09-23,452.39,459.49,Late,Complete
PAY010384,CUST00502,4,2023-10-21,2023-10-24,452.39,460.21,Late,Complete
PAY010385,CUST00502,5,2023-11-21,2023-11-25,452.39,460.22,Late,Complete
PAY010386,CUST00502,6,2023-12-21,2023-12-20,452.39,471.87,On Time,Complete
PAY010387,CUST00502,7,2024-01-21,2024-01-21,452.39,462.78,On Time,Complete
PAY010388,CUST00502,8,2024-02-21,2024-02-20,452.39,452.92,On Time,Complete
PAY010389,CUST00502,9,2024-03-21,2024-03-19,452.39,467.27,On Time,Complete
PAY010390,CUST00502,10,2024-04-21,2024-04-22,452.39,439.13,Late,Partial
PAY010391,CUST00502,11,2024-05-21,2024-05-21,452.39,455.38,On Time,Complete
PAY010392,CUST00502,12,2024-06-21,2024-06-19,452.39,474.78,On Time,Complete
PAY010393,CUST00502,13,2024-07-21,2024-07-24,452.39,459.05,Late,Complete
PAY010394,CUST00502,14,2024-08-21,2024-08-21,452.39,449.82,On Time,Partial
PAY010395,CUST00502,15,2024-09-21,2024-09-20,452.39,460.5,On Time,Complete
PAY010396,CUST00502,16,2024-10-21,2024-10-24,452.39,462.9,Late,Complete
PAY010397,CUST00502,17,2024-11-21,2024-11-21,452.39,458.3,On Time,Complete
PAY010398,CUST00502,18,2024-12-21,2024-12-23,452.39,459.08,Late,Complete
